i.no,Model,Brand,Size,Store SI No,Laptop Serial No,PO Numbers,Warranty End - EOL,Age in Months,Cost Center,Admin,Site,Status,Physical Location,Warranty Start Date,Warranty End Date,Warranty End Qtr,Assigned NTID,Emp ID,Employee Full Name,Employee Type,CC,Assigned Dept,New Hire/Replacement/Loner,Assign Date,Issues with Keyboard and Mouse (Y/N),Docking SI.No (Y/N),Remarks,Age Left in Months,Serial No,Assigned To,Location,Warranty Month
439.0,EliteBook 840,Dell,17 inch,ST6290,1628191492573.0,PO198761,2026-10-11,20.0,CC104,admin2,Delhi,Returned,"055 Cory Flat Apt. 525, Jamesmouth, VA 00919",2023-10-12,2026-10-11,Q4-2026,lindariley,EMP4581,Sabrina Henry,Contract,CC101,IT,Replacement,2026-10-08,Y,N,Attorney relate answer important threat rock sign.,16.0,,,,2026-10
440.0,EliteBook 840,Apple,13 inch,ST3947,3298337177220.0,PO239214,2026-11-19,19.0,CC102,admin3,Bangalore,Expired,"402 Davis Road Suite 042, Nicholashaven, CO 02208",2023-11-20,2026-11-19,Q4-2026,melissa31,EMP2153,Ryan Reed,Intern,CC103,Operations,Replacement,2024-04-02,N,Y,Occur rather morning like by.,17.0,,,,2026-11
441.0,MacBook Pro,Lenovo,15 inch,ST2445,1369257843204.0,PO292505,2026-01-11,29.0,CC104,admin3,Mumbai,Expired,"6805 Douglas Manors, North Billy, AZ 07433",2023-01-12,2026-01-11,Q1-2026,nicholsangela,EMP3415,Christopher Morrison,Intern,CC102,Finance,New Hire,2023-01-31,Y,N,Actually student across teach.,7.0,,,,2026-01
442.0,MacBook Pro,Lenovo,17 inch,ST3877,5048020452695.0,PO466927,2026-12-14,18.0,CC103,admin1,Delhi,Active,"6748 Martin Junctions Apt. 404, Savagehaven, KY 28352",2023-12-15,2026-12-14,Q4-2026,williamsjennifer,EMP7194,Clifford Lewis,Full Time,CC101,IT,Loner,2024-08-19,Y,Y,Benefit fill view training note.,18.0,,,,2026-12
443.0,EliteBook 840,Lenovo,15 inch,ST3234,8198546261480.0,PO834084,2025-12-17,30.0,CC102,admin2,Mumbai,Expired,"4346 Davis Isle, Christineville, DC 36121",2022-12-18,2025-12-17,Q4-2025,daviskenneth,EMP2331,Haley Mann,Intern,CC103,IT,Loner,2024-09-21,N,N,College onto foot.,6.0,,,,2025-12
444.0,Latitude 5410,HP,16 inch,ST8818,866340721865.0,PO397417,2026-03-04,27.0,CC101,admin3,Bangalore,Returned,"318 James Greens, Elizabethbury, AR 33395",2023-03-05,2026-03-04,Q1-2026,madeline86,EMP2621,Michelle Quinn,Full Time,CC104,Operations,Loner,2024-03-23,Y,N,Crime administration black own into.,9.0,,,,2026-03
445.0,MacBook Pro,Dell,15 inch,ST2025,3044669391205.0,PO448619,2026-07-12,23.0,CC102,admin3,Bangalore,Expired,"PSC 5785, Box 6846, APO AP 37323",2023-07-13,2026-07-12,Q3-2026,sean44,EMP8403,Trevor Johnson,Intern,CC101,Finance,Replacement,2023-11-04,N,Y,Of page feel spring onto.,13.0,,,,2026-07
446.0,MacBook Pro,Apple,16 inch,ST7834,5018526995774.0,PO432040,2026-04-27,26.0,CC104,admin1,Bangalore,Expired,"234 Holt Mountains Apt. 676, Leahfort, NM 37823",2023-04-28,2026-04-27,Q2-2026,isaiah62,EMP5461,Christopher Jimenez,Contract,CC101,Operations,Replacement,2025-09-18,Y,N,Model table also owner protect card data remain.,10.0,,,,2026-04
447.0,EliteBook 840,HP,14 inch,ST2679,9588387201490.0,PO978029,2027-05-21,13.0,CC104,admin2,Delhi,Assigned,"27765 Blake Islands Suite 619, Smithfurt, VT 73374",2024-05-21,2027-05-21,Q2-2027,coxkatherine,EMP2986,Samuel Smith,Intern,CC102,Operations,Replacement,2025-01-04,N,N,Me population street paper there after material play.,23.0,,,,2027-05
448.0,MacBook Pro,Lenovo,13 inch,ST3950,1739044125705.0,PO647820,2026-10-05,20.0,CC104,admin3,Bangalore,Expired,"510 Mcpherson Corners, West Catherineburgh, CO 82399",2023-10-06,2026-10-05,Q4-2026,kristina79,EMP8651,James Morales,Contract,CC102,HR,New Hire,2025-08-05,N,N,Movie increase test.,16.0,,,,2026-10
449.0,Latitude 5410,Lenovo,15 inch,ST3578,3040943039078.0,PO340696,2025-09-10,33.0,CC103,admin3,Hyderabad,Returned,"0676 James Harbor, South Peter, NJ 71634",2022-09-11,2025-09-10,Q3-2025,williamsbrandy,EMP6860,Joshua Davis,Full Time,CC104,HR,Replacement,2025-08-08,Y,Y,Threat wind property ability mention lay.,3.0,,,,2025-09
450.0,Latitude 5410,HP,16 inch,ST4673,8574968683794.0,PO311933,2026-12-02,18.0,CC103,admin1,Hyderabad,Expired,"916 Lisa Garden Suite 240, Kingburgh, IA 44305",2023-12-03,2026-12-02,Q4-2026,tanner67,EMP2481,Thomas Holder,Intern,CC103,Operations,New Hire,2024-03-23,N,N,None police agency themselves.,18.0,,,,2026-12
451.0,MacBook Pro,Lenovo,15 inch,ST2048,6991704491574.0,PO762031,2027-01-09,17.0,CC103,admin3,Hyderabad,Active,"53569 Miller Terrace Apt. 463, Williamtown, NJ 70890",2024-01-10,2027-01-09,Q1-2027,perezryan,EMP6483,Kelly Allen,Intern,CC103,Operations,Loner,2024-02-01,N,Y,Wish hundred sense deal party air sign.,19.0,,,,2027-01
452.0,MacBook Pro,HP,13 inch,ST6551,81187127711.0,PO317524,2026-08-13,22.0,CC102,admin1,Bangalore,Active,"96729 Jonathan Glen, Sharonland, KY 74887",2023-08-14,2026-08-13,Q3-2026,brianglass,EMP9592,Kimberly Solomon,Contract,CC103,Finance,Loner,2024-09-16,Y,N,Wife enjoy pressure ago.,14.0,,,,2026-08
453.0,EliteBook 840,Apple,15 inch,ST3309,3760100179552.0,PO173662,2027-02-09,16.0,CC101,admin1,Bangalore,Assigned,"3409 Jessica Fork, South Bryanburgh, OK 66753",2024-02-10,2027-02-09,Q1-2027,christophergarcia,EMP6270,Natalie Gray,Contract,CC101,Finance,New Hire,2024-03-08,Y,N,Fall power on despite decision always success section.,20.0,,,,2027-02
454.0,MacBook Pro,Apple,14 inch,ST3583,3483102641734.0,PO606085,2025-07-19,35.0,CC102,admin1,Mumbai,Returned,"0579 Ortega Island, Jackstad, WI 18985",2022-07-20,2025-07-19,Q3-2025,raymond92,EMP4112,Ashley Smith,Intern,CC101,IT,Loner,2024-05-25,N,Y,Action hour hospital heart official sense national maybe.,1.0,,,,2025-07
455.0,ThinkPad T14,Apple,14 inch,ST7646,1501340488484.0,PO525998,2026-05-05,25.0,CC104,admin1,Hyderabad,Active,"2491 Melanie Park Suite 070, Blakeshire, VT 31338",2023-05-06,2026-05-05,Q2-2026,torresthomas,EMP2024,Joshua Miller,Full Time,CC104,Finance,Replacement,2023-05-18,Y,N,Create chance include.,11.0,,,,2026-05
456.0,EliteBook 840,Lenovo,14 inch,ST7807,7943907740194.0,PO259057,2025-11-14,31.0,CC102,admin2,Bangalore,Expired,"25595 Alyssa Drive, Rodrigueztown, CT 88399",2022-11-15,2025-11-14,Q4-2025,fieldsglen,EMP4319,Robert Wheeler,Full Time,CC104,IT,New Hire,2024-07-14,Y,Y,Majority use should investment at population.,5.0,,,,2025-11
457.0,Latitude 5410,Lenovo,13 inch,ST9723,5833484613573.0,PO668402,2026-11-30,18.0,CC101,admin3,Mumbai,Returned,"1280 Kimberly Ranch, Kristymouth, SC 35532",2023-12-01,2026-11-30,Q4-2026,melissalong,EMP2998,Amy Lopez,Contract,CC101,HR,Loner,2025-12-05,N,Y,Official but everything.,18.0,,,,2026-11
458.0,ThinkPad T14,HP,15 inch,ST5365,3057288285084.0,PO233348,2027-02-20,16.0,CC102,admin1,Hyderabad,Returned,"3991 Thompson Terrace Apt. 550, Kaitlinmouth, ND 70574",2024-02-21,2027-02-20,Q1-2027,ann64,EMP9946,Sean Wilson,Contract,CC104,IT,Loner,2025-12-11,Y,Y,Third peace fight five level.,20.0,,,,2027-02
459.0,Latitude 5410,HP,17 inch,ST1164,9756758381496.0,PO635574,2025-11-09,31.0,CC104,admin2,Mumbai,Active,"Unit 4830 Box 0420, DPO AA 92220",2022-11-10,2025-11-09,Q4-2025,arroyomatthew,EMP8002,Jeffrey Williams,Contract,CC104,Operations,New Hire,2024-09-10,N,N,Act carry standard rate go piece easy play.,5.0,,,,2025-11
460.0,Latitude 5410,HP,14 inch,ST9344,9602586496003.0,PO399498,2026-03-18,27.0,CC102,admin3,Bangalore,Expired,"USS Anderson, FPO AA 86292",2023-03-19,2026-03-18,Q1-2026,amanda23,EMP4078,Shawn Smith,Contract,CC103,HR,Replacement,2025-03-28,Y,N,Spend religious bank husband short four really.,9.0,,,,2026-03
461.0,Latitude 5410,HP,15 inch,ST8007,3588761936686.0,PO384931,2025-12-14,30.0,CC103,admin2,Mumbai,Assigned,"23134 Black Ridges Apt. 046, Mooretown, SC 78608",2022-12-15,2025-12-14,Q4-2025,kenneth34,EMP7120,Barbara Young,Full Time,CC103,HR,New Hire,2025-07-21,Y,N,Focus six story maybe issue also tell.,6.0,,,,2025-12
462.0,MacBook Pro,Apple,14 inch,ST3919,5137781867173.0,PO200668,2026-01-25,29.0,CC104,admin3,Bangalore,Expired,"4082 Williams Squares, New Joshua, AL 22942",2023-01-26,2026-01-25,Q1-2026,xrichardson,EMP9388,Carlos Walker,Contract,CC103,IT,Loner,2025-07-09,N,Y,Military everything never certainly treat.,7.0,,,,2026-01
463.0,ThinkPad T14,Lenovo,17 inch,ST1344,8322514033971.0,PO649098,2027-02-19,16.0,CC104,admin3,Delhi,Active,"6100 Holt Passage Suite 407, Ashleyview, AL 49198",2024-02-20,2027-02-19,Q1-2027,cynthia27,EMP3241,Danielle Castro,Full Time,CC101,Operations,New Hire,2026-02-14,Y,N,Meet drop avoid media there talk.,20.0,,,,2027-02
464.0,MacBook Pro,HP,14 inch,ST9911,5063386008935.0,PO961268,2027-06-09,12.0,CC101,admin3,Delhi,Returned,"8580 Cook Shoals, Middletonmouth, LA 10307",2024-06-09,2027-06-09,Q2-2027,leonmelissa,EMP5371,Latasha Brown,Full Time,CC103,IT,New Hire,2027-04-21,Y,Y,Republican edge election fund agree election.,24.0,,,,2027-06
465.0,Latitude 5410,Dell,17 inch,ST1697,3820755714093.0,PO145609,2025-11-30,30.0,CC102,admin2,Hyderabad,Active,"923 Robinson Spur, Campbellborough, MN 60943",2022-12-01,2025-11-30,Q4-2025,juliansoto,EMP5164,Evan Berger,Full Time,CC104,Finance,Replacement,2023-10-03,Y,Y,Inside art culture.,6.0,,,,2025-11
466.0,MacBook Pro,HP,14 inch,ST1157,7792913360755.0,PO570526,2026-01-25,29.0,CC101,admin2,Mumbai,Returned,"8370 Gary Center Suite 044, Richardport, TX 43805",2023-01-26,2026-01-25,Q1-2026,toddmartin,EMP5301,Monica Taylor,Intern,CC101,Finance,New Hire,2026-01-17,Y,Y,Bed season fall from.,7.0,,,,2026-01
467.0,Latitude 5410,Apple,15 inch,ST5977,9028731529301.0,PO931687,2026-11-04,19.0,CC101,admin1,Hyderabad,Expired,"927 Guerrero Orchard Apt. 505, Johnstad, KY 84299",2023-11-05,2026-11-04,Q4-2026,kreyes,EMP2737,Michael Williams,Intern,CC101,IT,Loner,2025-05-16,Y,N,Could might fast.,17.0,,,,2026-11
468.0,EliteBook 840,Dell,16 inch,ST8290,4996886474508.0,PO168313,2025-08-09,34.0,CC103,admin3,Delhi,Expired,"215 Hubbard Coves Suite 488, Carlosberg, NV 22786",2022-08-10,2025-08-09,Q3-2025,gporter,EMP5060,Lucas Foster,Full Time,CC101,HR,Replacement,2025-05-25,Y,Y,Develop sing management continue start race source.,2.0,,,,2025-08
469.0,MacBook Pro,Lenovo,15 inch,ST6684,9026557603595.0,PO155867,2025-07-29,35.0,CC104,admin2,Mumbai,Returned,"0992 Derek Parkways, North Brenda, TN 04284",2022-07-30,2025-07-29,Q3-2025,bethbailey,EMP2889,Daniel Smith,Intern,CC103,IT,Loner,2022-11-09,N,Y,Case usually statement where career look lose.,1.0,,,,2025-07
470.0,EliteBook 840,Dell,17 inch,ST9332,1282559985123.0,PO271739,2025-11-25,31.0,CC101,admin3,Bangalore,Assigned,"70592 Scott Place, Lake Sherryhaven, CT 66912",2022-11-26,2025-11-25,Q4-2025,stephaniemann,EMP1137,Bradley Tucker,Contract,CC103,HR,New Hire,2025-08-08,Y,Y,Film poor response store yes.,5.0,,,,2025-11
471.0,ThinkPad T14,HP,13 inch,ST6316,464144021343.0,PO665748,2026-08-30,22.0,CC104,admin1,Mumbai,Expired,"7492 Obrien Shore, Houseberg, NE 55469",2023-08-31,2026-08-30,Q3-2026,josephmurray,EMP6972,Gene Hood,Intern,CC102,HR,New Hire,2025-08-13,N,N,Garden quality deal nor above sound.,14.0,,,,2026-08
472.0,ThinkPad T14,HP,16 inch,ST9719,2969025288238.0,PO487826,2026-12-20,18.0,CC102,admin2,Delhi,Returned,"78680 Baker Circles, Elizabethchester, IA 89537",2023-12-21,2026-12-20,Q4-2026,vgonzalez,EMP6647,Kevin Collins,Intern,CC102,Operations,Loner,2024-08-20,Y,N,Spend feel himself resource especially.,18.0,,,,2026-12
473.0,MacBook Pro,Dell,15 inch,ST4350,7961176756258.0,PO935775,2027-01-30,17.0,CC104,admin3,Mumbai,Expired,"198 Smith Gateway Suite 652, North Stephaniebury, OR 39477",2024-01-31,2027-01-30,Q1-2027,amandabrown,EMP9985,Caleb Mercado,Full Time,CC104,IT,Replacement,2026-11-13,Y,Y,Program father south memory glass think summer.,19.0,,,,2027-01
474.0,Latitude 5410,Lenovo,17 inch,ST4894,2001612002732.0,PO683709,2026-06-14,24.0,CC101,admin1,Bangalore,Assigned,"6959 Chris Plain, East Eileen, MI 91868",2023-06-15,2026-06-14,Q2-2026,christina68,EMP3127,Michelle Hoffman,Full Time,CC104,IT,New Hire,2024-11-23,Y,Y,Easy stuff hair risk six.,12.0,,,,2026-06
475.0,Latitude 5410,HP,15 inch,ST1978,649727321052.0,PO356175,2025-10-29,32.0,CC104,admin2,Bangalore,Returned,"55499 Ashley Lakes, Lake Richard, SC 99738",2022-10-30,2025-10-29,Q4-2025,vdillon,EMP1902,Lisa Choi,Contract,CC103,Operations,Loner,2024-07-08,N,Y,Raise try need his authority itself.,4.0,,,,2025-10
476.0,Latitude 5410,Dell,14 inch,ST7725,8780087379375.0,PO816698,2025-08-15,34.0,CC102,admin3,Delhi,Returned,"1259 Eric View Apt. 254, Tonistad, HI 14877",2022-08-16,2025-08-15,Q3-2025,matthewsmatthew,EMP9889,Jessica King,Intern,CC104,Operations,New Hire,2025-04-23,N,N,Thing after decade if sound ok down black.,2.0,,,,2025-08
477.0,MacBook Pro,Apple,14 inch,ST6172,5214209006892.0,PO301360,2026-06-27,24.0,CC103,admin1,Hyderabad,Expired,"1245 Gordon Tunnel Apt. 459, Rhodesmouth, NH 12500",2023-06-28,2026-06-27,Q2-2026,nguyencharles,EMP8238,Travis Ross,Intern,CC102,IT,New Hire,2025-10-28,N,Y,Capital win image suggest daughter.,12.0,,,,2026-06
478.0,EliteBook 840,Lenovo,15 inch,ST6956,8008669631728.0,PO268046,2026-02-20,28.0,CC102,admin1,Bangalore,Returned,"233 Davis Prairie, Katherinefurt, WI 03175",2023-02-21,2026-02-20,Q1-2026,iashley,EMP5573,Mark Coleman,Intern,CC102,Finance,New Hire,2024-12-25,N,N,Stock few fly forget him.,8.0,,,,2026-02
479.0,EliteBook 840,Lenovo,14 inch,ST6064,8638943969539.0,PO677369,2026-07-26,23.0,CC104,admin1,Hyderabad,Active,"32858 Troy Greens, Wisefort, AZ 31817",2023-07-27,2026-07-26,Q3-2026,davisanna,EMP8608,Jessica Tate,Full Time,CC101,Finance,Replacement,2025-04-18,N,N,Before two involve know small education.,13.0,,,,2026-07
480.0,Latitude 5410,Lenovo,15 inch,ST3443,4043880114739.0,PO754898,2025-10-06,32.0,CC102,admin2,Hyderabad,Expired,"520 Barrett Trail, North Timothyland, PA 82723",2022-10-07,2025-10-06,Q4-2025,ramseydavid,EMP9000,Jason Scott,Contract,CC104,Finance,New Hire,2024-04-28,Y,N,Answer design need land.,4.0,,,,2025-10
481.0,MacBook Pro,Apple,17 inch,ST8090,4211653080301.0,PO546624,2026-07-07,23.0,CC103,admin1,Hyderabad,Assigned,"6058 Atkins Course Apt. 148, Lake Anitaburgh, ID 99812",2023-07-08,2026-07-07,Q3-2026,hmoody,EMP7625,Carol Dixon,Contract,CC101,IT,Replacement,2026-02-17,N,N,Dark manage than though may parent behind.,13.0,,,,2026-07
482.0,EliteBook 840,Lenovo,15 inch,ST5622,9332477872561.0,PO802510,2026-09-24,21.0,CC102,admin1,Hyderabad,Active,"5783 Parker Radial, South Steve, CO 58840",2023-09-25,2026-09-24,Q3-2026,jamie57,EMP3603,James Wang,Full Time,CC104,Finance,Replacement,2024-01-14,N,Y,Often someone still part leg today.,15.0,,,,2026-09
483.0,MacBook Pro,Lenovo,13 inch,ST3361,5948425893652.0,PO775282,2027-05-23,13.0,CC104,admin3,Delhi,Returned,"202 Obrien Way Suite 412, Amyfurt, CT 31016",2024-05-23,2027-05-23,Q2-2027,edwindurham,EMP9911,Cheryl Oneill,Full Time,CC104,HR,Replacement,2024-11-15,Y,N,Dog plan thought writer.,23.0,,,,2027-05
484.0,EliteBook 840,Apple,16 inch,ST2517,2733104357272.0,PO479061,2026-05-02,25.0,CC103,admin1,Bangalore,Active,"4547 Jackson Ways, Kirkside, TX 99866",2023-05-03,2026-05-02,Q2-2026,scott83,EMP5390,Sean Torres,Intern,CC101,HR,Loner,2024-04-08,Y,N,Too away such value resource.,11.0,,,,2026-05
485.0,MacBook Pro,Lenovo,14 inch,ST8587,3606070720632.0,PO581974,2026-04-02,26.0,CC101,admin2,Mumbai,Active,"495 Jill Knoll Apt. 545, West Travisland, TX 29527",2023-04-03,2026-04-02,Q2-2026,klucas,EMP2889,Jordan Gibbs,Full Time,CC104,IT,Loner,2025-10-05,N,N,Use ago outside lead.,10.0,,,,2026-04
486.0,MacBook Pro,HP,14 inch,ST5308,8850635737664.0,PO105602,2027-05-05,13.0,CC103,admin3,Hyderabad,Expired,"037 Steven Via, Youngburgh, AK 85838",2024-05-05,2027-05-05,Q2-2027,zcampbell,EMP5402,Rachel Evans,Contract,CC101,Operations,Loner,2027-02-07,Y,N,Responsibility fast agency executive.,23.0,,,,2027-05
487.0,ThinkPad T14,Lenovo,13 inch,ST6931,3560908300581.0,PO206450,2026-11-01,19.0,CC101,admin3,Mumbai,Expired,"6684 Eric Rapid, Port Marcus, VT 77695",2023-11-02,2026-11-01,Q4-2026,xperry,EMP6245,Jeffrey Smith,Full Time,CC103,Finance,Replacement,2024-07-01,N,N,Western son rule south focus.,17.0,,,,2026-11
488.0,EliteBook 840,Lenovo,13 inch,ST7196,2460415335629.0,PO865179,2026-07-25,23.0,CC104,admin3,Delhi,Returned,"878 Stanley Island Apt. 352, Jeannefurt, FL 56705",2023-07-26,2026-07-25,Q3-2026,paulgarcia,EMP2210,Matthew Estrada,Contract,CC104,Finance,Loner,2026-06-02,Y,Y,Investment theory heavy during.,13.0,,,,2026-07
489.0,Latitude 5410,HP,14 inch,ST7620,4274052729028.0,PO567496,2026-10-12,20.0,CC104,admin1,Bangalore,Assigned,"3399 Holly Light Apt. 319, Samanthamouth, MT 68350",2023-10-13,2026-10-12,Q4-2026,lynchsusan,EMP8098,Samantha Brown,Intern,CC104,Operations,Replacement,2023-11-06,Y,Y,Summer activity several every believe its.,16.0,,,,2026-10
490.0,MacBook Pro,Dell,14 inch,ST9517,7666287796758.0,PO977891,2027-01-14,17.0,CC103,admin1,Bangalore,Returned,"0715 Harris Groves, Keithport, IL 76509",2024-01-15,2027-01-14,Q1-2027,amyharris,EMP7920,Rebecca Rodriguez,Full Time,CC103,Finance,New Hire,2025-03-09,Y,Y,Citizen her thought explain later move.,19.0,,,,2027-01
491.0,MacBook Pro,Lenovo,16 inch,ST6317,9751018835795.0,PO142713,2025-10-16,32.0,CC104,admin3,Bangalore,Expired,"5785 Cynthia Mall Apt. 045, Murphyborough, IN 04409",2022-10-17,2025-10-16,Q4-2025,yatesmichelle,EMP4110,Shelia Hughes,Intern,CC104,HR,Replacement,2024-12-03,N,N,Role yeah arrive.,4.0,,,,2025-10
492.0,EliteBook 840,Lenovo,17 inch,ST5032,3423057926654.0,PO388811,2025-11-03,31.0,CC102,admin1,Hyderabad,Expired,"211 Gonzales Dale, Parkermouth, SD 75277",2022-11-04,2025-11-03,Q4-2025,ggraham,EMP5581,Stephen Arnold II,Contract,CC102,Finance,New Hire,2024-12-15,N,N,Site place pressure gun.,5.0,,,,2025-11
493.0,Latitude 5410,Dell,15 inch,ST3930,8742532009268.0,PO713205,2026-02-03,28.0,CC102,admin2,Hyderabad,Returned,"411 Nelson Streets Apt. 035, Campbellmouth, NJ 90851",2023-02-04,2026-02-03,Q1-2026,msmith,EMP4910,Alexandra May,Contract,CC103,HR,Loner,2024-12-06,Y,Y,Past choose TV director just conference.,8.0,,,,2026-02
494.0,Latitude 5410,Lenovo,13 inch,ST6694,3370170267198.0,PO530211,2027-01-27,17.0,CC103,admin1,Hyderabad,Active,"31001 Glover Stream Suite 445, Jamesview, SD 61462",2024-01-28,2027-01-27,Q1-2027,fgonzalez,EMP1290,Bonnie Foley,Intern,CC103,IT,New Hire,2024-08-26,N,Y,Prove sense charge.,19.0,,,,2027-01
496.0,EliteBook 840,Apple,13 inch,ST9135,8701429965469.0,PO610335,2027-06-06,12.0,CC101,admin3,Bangalore,Assigned,"6429 Cynthia Oval Apt. 274, Harrellshire, SD 84474",2024-06-06,2027-06-06,Q2-2027,john38,EMP4010,Gary Russell,Intern,CC104,Finance,New Hire,2027-05-06,Y,N,Actually family check our ok.,24.0,,,,2027-06
497.0,EliteBook 840,HP,15 inch,ST1452,2108256606491.0,PO972032,2026-06-22,24.0,CC103,admin2,Mumbai,Active,"892 Scott Cove Suite 085, East Elizabeth, LA 86347",2023-06-23,2026-06-22,Q2-2026,laura80,EMP7905,Jesus Cruz,Contract,CC101,Finance,New Hire,2025-05-17,N,Y,Set exactly bad former reach change city but.,12.0,,,,2026-06
498.0,ThinkPad T14,Lenovo,15 inch,ST2095,6945745277826.0,PO946523,2025-09-29,33.0,CC101,admin2,Hyderabad,Assigned,"336 Michael Lodge, Port Amberland, CA 38813",2022-09-30,2025-09-29,Q3-2025,sberry,EMP7585,Thomas Lester,Full Time,CC103,HR,Replacement,2024-10-24,N,N,System development rather because.,3.0,,,,2025-09
499.0,EliteBook 840,Lenovo,14 inch,ST8867,9100719922981.0,PO895197,2027-01-16,17.0,CC104,admin2,Delhi,Expired,"2078 Glenn Village, Lake Morganbury, ME 35451",2024-01-17,2027-01-16,Q1-2027,hernandezdaniel,EMP5725,Michael Stephens,Intern,CC104,Operations,New Hire,2026-06-14,Y,N,We wonder parent board kind.,19.0,,,,2027-01
500.0,EliteBook 840,HP,16 inch,ST2337,9751948433115.0,PO389722,2026-10-21,20.0,CC102,admin1,Delhi,Expired,"716 John Village, Toddland, VT 27556",2023-10-22,2026-10-21,Q4-2026,vmoore,EMP6036,Eric Parker,Contract,CC103,Finance,Replacement,2026-09-24,N,Y,East some job thought specific deal purpose child.,16.0,,,,2026-10
